Title,Description,Resource Class,Publication State,Website Platform,Endpoint URL,Endpoint Description,Is Harvested,Last Harvested,Accrual Method,Accrual Periodicity,Harvest Workflow,Access Rights,Suppressed Record,ID,Identifier,Code,Tags,Admin Note,Due Date,Due Status,Days Until Due,Website Title,Website Alternative Title,Website Description,Website Display Note,Website Creator,Website Creator ID,Website Publisher,Website Provider,Website Resource Class,Website Resource Type,Website Subject,Website Theme,Website Keyword,Website Language,Website B1G Language,Website Local Collection,Website Temporal Coverage,Website Date Issued,Website Index Year,Website Date Range,Website Spatial Coverage,Website Bounding Box,Website Geometry,Website Centroid,Website GeoNames,Website Coordinate Reference System,Website Spatial Resolution in Meters,Website Spatial Resolution as Text,Website Georeferenced,Website Provenance,Website Publication State,Website Website Platform,Website Endpoint URL,Website Endpoint Description,Website Is Harvested,Website Last Harvested,Website Accrual Method,Website Accrual Periodicity,Website Harvest Workflow,Website Created At,Website Updated At,Website Date Accessioned,Website Date Retired,Website Format,Website File Size,Website B1G Image,Website Member Of,Website Is Part Of,Website Source,Website Is Version Of,Website Replaces,Website Is Replaced By,Website Relation,Website Rights,Website License,Website Rights Holder,Website Access Rights,Website Suppressed Record,Website Deprioritized,Website Mediator,Website Access,Website ID,Website Identifier,Website WxS Identifier,Website Code,Website Tags,Website Admin Note,Effective Harvest Workflow,Website Match Count
Harvest record for Pierce County Open GeoSpatial Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gisdata-piercecowa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_16b-53053,16b-53053,16b-53053,,,2026-03-29,Overdue,-1,Pierce County Open GeoSpatial Data Portal,,"ArcGIS Hub site for finding and accessing open data provided by Pierce County, Washington",,,,Washington (State)--Pierce County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Washington (State)--Pierce County|Washington (State),"-122.850,46.730,-121.370,47.400","POLYGON((-121.95 47.14, -121.9 47.16, -121.84 47.14, -121.78 47.17, -121.72 47.15, -121.63 47.15, -121.58 47.12, -121.51 47.12, -121.44 47.08, -121.38 47.09, -121.37 47.06, -121.4 47.03, -121.41 47, -121.45 46.98, -121.46 46.92, -121.5 46.91, -121.52 46.87, -121.5 46.86, -121.44 46.79, -121.76 46.78, -121.84 46.73, -121.95 46.76, -122.04 46.74, -122.18 46.76, -122.24 46.78, -122.27 46.77, -122.31 46.79, -122.3 46.83, -122.32 46.83, -122.33 46.84, -122.41 46.84, -122.49 46.87, -122.49 46.91, -122.56 46.94, -122.56 46.97, -122.64 46.98, -122.63 47, -122.66 47, -122.7 47.06, -122.7 47.12, -122.76 47.14, -122.82 47.19, -122.85 47.27, -122.81 47.32, -122.8 47.4, -122.54 47.4, -122.53 47.37, -122.54 47.35, -122.52 47.32, -122.47 47.32, -121.95 47.14))","47.065,-122.11",,,,,,,published,ArcGIS Hub,https://gisdata-piercecowa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:38 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,16b-53053,https://gisdata-piercecowa.opendata.arcgis.com,,16b-53053,,,py_arcgis_hub,1
Harvest record for Pipestone County Land Records Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://landrecords-pipestone.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27117,05b-27117,05b-27117,no children,"Hub site is working and API feed is working, but doesn't return any records. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo 2/1/26",2026-03-29,Overdue,-1,Pipestone County Land Records Hub,,"ArcGIS Hub site for finding and accessing open data provided by Pipestone County, Minnesota",,,,Minnesota--Pipestone County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Pipestone County|Minnesota,"-96.453,43.849,-96.064,44.197","POLYGON((-96.453405 44.197061, -96.063778 44.197061, -96.063778 43.849003, -96.453405 43.849003, -96.453405 44.197061))","44.022999999999996,-96.2585",,,,,,,published,ArcGIS Hub,https://landrecords-pipestone.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:38 -0500,2025-09-03,2025-09-15,ArcGIS Hub,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27117,https://landrecords-pipestone.hub.arcgis.com,,05b-27117,no children,"Hub site is working and API feed is working, but doesn't return any records. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo 2/1/26",py_arcgis_hub,1
Harvest record for Pittsburgh Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://pghgishub-pittsburghpa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_08c-02,08c-02,08c-02,,,2026-03-29,Overdue,-1,Pittsburgh Open Data,,"ArcGIS Hub site for finding and accessing open data provided by the city of Pittsburgh, Pennsylvania.",,,,Pennsylvania--Pittsburgh,,Websites,Data portals,Municipal government records,,,eng,,,Continually updated resource,,,,Pennsylvania--Pittsburgh|Pennsylvania,"-80.100,40.350,-79.840,40.500","POLYGON((-80.100 40.500, -79.840 40.500, -79.840 40.350, -80.100 40.350, -80.100 40.500))","40.425,-79.97",,,,,,,published,ArcGIS Hub,https://pghgishub-pittsburghpa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 17:50:24 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,08c-02,https://pghgishub-pittsburghpa.opendata.arcgis.com,,08c-02,,,py_arcgis_hub,1
Harvest record for Polk County GIS Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-pcg.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27119,05b-27119,05b-27119,,,2026-03-29,Overdue,-1,Polk County GIS Open Data,,"ArcGIS Hub site for finding and accessing open data provided by Polk County, Minnesota",,,,Minnesota--Polk County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Polk County|Minnesota,"-97.148,47.499,-95.553,48.174","POLYGON((-97.148 48.174, -95.553 48.174, -95.553 47.499, -97.148 47.499, -97.148 48.174))","47.8365,-96.3505",,,,,,,published,ArcGIS Hub,https://hub-pcg.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:38 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27119,https://hub-pcg.hub.arcgis.com,,05b-27119,,,py_arcgis_hub,1
Harvest record for Pope County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-popecounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27121,05b-27121,05b-27121,,,2026-03-29,Overdue,-1,Pope County Open Data,,"ArcGIS Hub site for finding and accessing open data provided by Pope County, Minnesota",,,,Minnesota--Pope County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Pope County|Minnesota,"-95.759,45.412,-95.131,45.760","POLYGON((-95.759 45.760, -95.131 45.760, -95.131 45.412, -95.759 45.412, -95.759 45.760))","45.586,-95.445",,,,,,,published,ArcGIS Hub,https://hub-popecounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:39 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27121,https://hub-popecounty.hub.arcgis.com,,05b-27121,,,py_arcgis_hub,1
Harvest record for PortlandMaps Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-pdx.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_17c-06,17c-06,17c-06,,,2026-03-29,Overdue,-1,PortlandMaps Open Data,,"ArcGIS Hub site for finding and accessing open data provided by the city of Portland, Oregon.",,,,Oregon--Portland,,Websites,Data portals,Municipal government records,,,eng,,,Continually updated resource,,,,Oregon--Portland|Oregon,"-122.800,45.430,-122.470,45.650","POLYGON((-122.800 45.650, -122.470 45.650, -122.470 45.430, -122.800 45.430, -122.800 45.650))","45.54,-122.63499999999999",,,,,,,published,ArcGIS Hub,https://gis-pdx.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:39 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,17c-06,https://gis-pdx.opendata.arcgis.com,,17c-06,,,py_arcgis_hub,1
Harvest record for Pottawattamie County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://open-data-pottcounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_03b-19155,03b-19155,03b-19155,,,2026-03-29,Overdue,-1,Pottawattamie County Open Data,,"ArcGIS Hub site for finding and accessing open data provided by Pottawattamie County, Iowa",,,,Iowa--Pottawattamie County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Iowa--Pottawattamie County|Iowa,"-96.020,41.159,-95.155,41.507","POLYGON((-96.020 41.507, -95.155 41.507, -95.155 41.159, -96.020 41.159, -96.020 41.507))","41.333,-95.5875",,,,,,,published,ArcGIS Hub,https://open-data-pottcounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2021-04-26 10:56:28 -0500,2026-03-29 15:13:39 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,03b-19155,https://open-data-pottcounty.hub.arcgis.com/,,03b-19155,,,py_arcgis_hub,1
Harvest record for Puget Sound Regional Council Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://psrc-psregcncl.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_16f-01,16f-01,16f-01,,,2026-03-29,Overdue,-1,Puget Sound Regional Council Data Portal,,ArcGIS Hub site for finding and accessing open data provided by the Puget Sound Regional Council of Washington State,,,,Washington (State)--Puget Sound Region,,Websites,Data portals,Regional government records,,,eng,,,Continually updated resource,,,,Washington (State)--Puget Sound Region|Washington (State),"-123.200,46.800,-121.300,48.300","POLYGON((-123.20 48.30, -121.30 48.30, -121.30 46.80, -123.20 46.80, -123.20 48.30))","47.55,-122.25",,,,,,,published,ArcGIS Hub,https://psrc-psregcncl.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:39 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,16f-01,https://psrc-psregcncl.hub.arcgis.com,,16f-01,,,py_arcgis_hub,1
Harvest record for Putnam County GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://home.putnamcountygis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_11b-39137,11b-39137,11b-39137,no children,"Hub site is working and the harvest script doesn't return an error for this endpoint, but API feed is blank. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo, Feb 2026",2026-03-29,Overdue,-1,Putnam County GIS Data,,"ArcGIS Hub site for finding and accessing open data provided by Putnam County, Ohio",,,,Ohio--Putnam County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Ohio--Putnam County|Ohio,"-84.399,40.859,-83.880,41.168","POLYGON((-84.399 41.168, -83.880 41.168, -83.880 40.859, -84.399 40.859, -84.399 41.168))","41.0135,-84.1395",,,,,,,published,ArcGIS Hub,https://home.putnamcountygis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2021-04-27 13:50:02 -0500,2026-03-29 18:26:55 -0500,2025-12-15,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,11b-39137,https://home.putnamcountygis.com/,,11b-39137,no children,"Hub site is working and the harvest script doesn't return an error for this endpoint, but API feed is blank. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo, Feb 2026",py_arcgis_hub,1
Harvest record for RLIS Discovery,Harvest record - temporary,Series,draft,ArcGIS Hub,https://rlisdiscovery.oregonmetro.gov/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_17c-01,17c-01,17c-01,,,2026-03-29,Overdue,-1,RLIS Discovery,,"ArcGIS Hub site for finding and accessing open data for the Portland Oregon Metro Region. Since the inception of the Regional Land Information System (RLIS) in the late 1980s, Metro's Data Resource Center staff have worked with regional partners to collect and combine a wide array of data into a seamless dataset for use in regional decision-making.",,,,Oregon--Portland,,Websites,Data portals,Municipal government records,,,eng,,,Continually updated resource,,,,Oregon--Portland|Oregon,"-122.930,45.430,-121.820,45.730","POLYGON((-122.48 45.46, -122.64 45.46, -122.66 45.46, -122.65 45.43, -122.74 45.43, -122.74 45.52, -122.76 45.52, -122.78 45.55, -122.87 45.59, -122.89 45.62, -122.91 45.62, -122.91 45.64, -122.93 45.64, -122.93 45.72, -122.76 45.73, -122.77 45.68, -122.76 45.66, -122.68 45.62, -122.44 45.56, -122.38 45.58, -122.3 45.54, -122.1 45.58, -121.92 45.65, -121.9 45.56, -121.92 45.55, -121.82 45.46, -122.48 45.46))","45.58,-122.375",,,,,,,published,ArcGIS Hub,https://rlisdiscovery.oregonmetro.gov/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:40 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,17c-01,https://rlisdiscovery.oregonmetro.gov,,17c-01,,,py_arcgis_hub,1
Harvest record for Racine County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,http://data.racinecounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_10b-55101,10b-55101,10b-55101,,,2026-03-29,Overdue,-1,Racine County GIS Download,,"ArcGIS Hub site for finding and accessing open data provided by Racine County, Wisconsin",,,,Wisconsin--Racine County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Wisconsin--Racine County|Wisconsin,"-88.308,42.611,-87.770,42.844","POLYGON((-88.308 42.844, -87.770 42.844, -87.770 42.611, -88.308 42.611, -88.308 42.844))","42.7275,-88.039",,,,,,,published,ArcGIS Hub,http://data.racinecounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 18:21:43 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,10b-55101,http://data.racinecounty.opendata.arcgis.com,,10b-55101,,,py_arcgis_hub,1
Harvest record for Ramsey County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-ramseygis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27123,05b-27123,05b-27123,,,2026-03-29,Overdue,-1,Ramsey County Open Data,,"ArcGIS Hub site for finding and accessing open data provided by Ramsey County, Minnesota",,,,Minnesota--Ramsey County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Ramsey County|Minnesota,"-93.228,44.887,-92.984,45.125","POLYGON((-93.228 45.125, -92.984 45.125, -92.984 44.887, -93.228 44.887, -93.228 45.125))","45.006,-93.106",,,,,,,published,ArcGIS Hub,https://data-ramseygis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:40 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27123,https://data-ramseygis.opendata.arcgis.com,,05b-27123,,,py_arcgis_hub,1
Harvest record for Renville County Open GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-renvilleco.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27129,05b-27129,05b-27129,,,2026-03-29,Overdue,-1,Renville County Open GIS Data,,"ArcGIS Hub site for finding and accessing open data provided by Renville County, Minnesota",,,,Minnesota--Renville County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Renville County|Minnesota,"-95.484,44.456,-94.498,44.892","POLYGON((-95.484 44.892, -94.498 44.892, -94.498 44.456, -95.484 44.456, -95.484 44.892))","44.67400000000001,-94.991",,,,,,,published,ArcGIS Hub,https://hub-renvilleco.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:40 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27129,https://hub-renvilleco.hub.arcgis.com,,05b-27129,,,py_arcgis_hub,1
Harvest record for SEMCOG Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,http://maps-semcog.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_06f-01,06f-01,06f-01,,,2026-03-29,Overdue,-1,SEMCOG Open Data,,"ArcGIS Hub site for finding and accessing open data provided by SEMCOG, Southeast Michigan Council of Governments",,"SEMCOG, Southeast Michigan Council of Governments",,Michigan,,Websites,Data portals,Intergovernment records,,,eng,,,Continually updated resource,,,,Michigan,"-84.158,41.724,-82.418,43.169","POLYGON((-84.158 43.169, -82.418 43.169, -82.418 41.724, -84.158 41.724, -84.158 43.169))","42.4465,-83.28800000000001",,,,,,,published,ArcGIS Hub,http://maps-semcog.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 17:33:01 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,06f-01,http://maps-semcog.opendata.arcgis.com,,06f-01,,,py_arcgis_hub,1
Harvest record for Saint Louis County GIS & Mapping,Harvest record - temporary,Series,draft,ArcGIS Hub,https://open-data-slcgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27137,05b-27137,05b-27137,,,2026-03-29,Overdue,-1,Saint Louis County GIS & Mapping,,"ArcGIS Hub site for finding and accessing open data provided by St. Louis County, Minnesota",,,,Minnesota--St. Louis County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--St. Louis County|Minnesota,"-93.097,46.649,-91.789,48.632","POLYGON((-93.097 48.632, -91.789 48.632, -91.789 46.649, -93.097 46.649, -93.097 48.632))","47.6405,-92.443",,,,,,,published,ArcGIS Hub,https://open-data-slcgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:41 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27137,https://open-data-slcgis.hub.arcgis.com,,05b-27137,,,py_arcgis_hub,1
Harvest record for Sarpy County GIS Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data2-sarpy.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_13b-31153,13b-31153,13b-31153,,,2026-03-29,Overdue,-1,Sarpy County GIS Portal,,"ArcGIS Hub site for finding and accessing open data provided by Sarpy County, Nebraska",,,,Nebraska--Sarpy County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Nebraska--Sarpy County|Nebraska,"-96.339,40.996,-95.842,41.191","POLYGON((-96.339 41.191, -95.842 41.191, -95.842 40.996, -96.339 40.996, -96.339 41.191))","41.093500000000006,-96.09049999999999",,,,,,,published,ArcGIS Hub,https://data2-sarpy.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:41 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,13b-31153,https://data2-sarpy.opendata.arcgis.com,,13b-31153,,,py_arcgis_hub,1
Harvest record for Sauk County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-saukgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_10b-55111,10b-55111,10b-55111,,,2026-03-29,Overdue,-1,Sauk County GIS Download,,"ArcGIS Hub site for finding and accessing open data provided by Sauk County, Wisconsin",,,,Wisconsin--Sauk County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Wisconsin--Sauk County|Wisconsin,"-90.312,43.145,-89.599,43.642","POLYGON((-90.312 43.642, -89.599 43.642, -89.599 43.145, -90.312 43.145, -90.312 43.642))","43.3935,-89.9555",,,,,,,published,ArcGIS Hub,https://data-saukgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 18:22:04 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,10b-55111,https://data-saukgis.opendata.arcgis.com,,10b-55111,,,py_arcgis_hub,1
